geoid,geoid20,year,denom_totalarea,existing_canopy_count,existing_canopy_pct,possible_canopy_count,possible_canopy_pct
1400000US06037204420,6037204420,2016,3252628,428231.25,13.1657,1308712.5,40.235542
1400000US06037204600,6037204600,2016,6131756,958654.6875,15.63426,2483240.5,40.498032
1400000US06037204700,6037204700,2016,10858528,1740895.25,16.032516,4361329.5,40.165016
1400000US06037204810,6037204810,2016,8273601.5,978412.5,11.825715,3630909.5,43.885479
1400000US06037204820,6037204820,2016,3428522.25,412022,12.017481,1393304.5,40.63863
1400000US06037204910,6037204910,2016,5547037.5,685645.3125,12.360567,2878298.5,51.888931
1400000US06037204920,6037204920,2016,9740503,476100,4.8878379,3639403,37.363605
1400000US06037205110,6037205110,2016,3042000,696993.75,22.912352,1504068.75,49.443417
1400000US06037205120,6037205120,2016,15779869,849206.25,5.3815799,6985758,44.270061
1400000US06037206010,6037206010,2016,15417070,1775418.75,11.515928,8113176.5,52.624634
1400000US06037206020,6037206020,2016,9294975,426937.5,4.5932078,4110173.5,44.219307
1400000US06037206050,6037206050,2016,18650558.25,1180363.7265625,6.3288383,8154487.90625,43.722488
1400000US06037206051,6037206051,2016,39383488,868790.3125,2.205976,17476962,44.376369
1400000US06037206052,6037206052,2016,9757193,215241.34375,2.205976,4329888,44.376369
1400000US06037206053,6037206053,2016,6179743,608655.5,9.8492041,2290813,37.069714
1400000US06037206054,6037206054,2016,4381595.5,431552.3125,9.849205,1624244.875,37.069714
1400000US06037206201,6037206201,2016,2155733.75,119718.2578125,5.5534806,628167.0625,29.139362
1400000US06037206202,6037206202,2016,4056755.25,225291.125,5.5534806,1182112.625,29.139362
1400000US06037206301,6037206301,2016,1461177.25,71437.6015625,4.8890443,520818.46875,35.643757
1400000US06037206302,6037206302,2016,501032.09375,24495.677734375,4.8890438,178586.65625,35.643757
1400000US06037206303,6037206303,2016,4691603,229374.53125,4.8890438,1672263.625,35.643757
1400000US06037207101,6037207101,2016,3180853,386789.0625,12.159916,1197534.375,37.648216
1400000US06037207102,6037207102,2016,4473970.5,397265.625,8.879487,1857318.75,41.513882
1400000US06037207103,6037207103,2016,3487936,171717.1875,4.9231749,1341886,38.47221
1400000US06037207303,6037207303,2016,1895524.125,82168.21875,4.3348546,551897.6875,29.115835
1400000US06037207304,6037207304,2016,538354.625,23336.892578125,4.3348551,156746.453125,29.115837
1400000US06037207305,6037207305,2016,2171379,94126.1328125,4.3348551,632215.1875,29.115837
1400000US06037207306,6037207306,2016,1719783.375,129069.4609375,7.5049834,482440.40625,28.052393
1400000US06037207307,6037207307,2016,520658.375,39075.32421875,7.5049834,146057.125,28.052391
1400000US06037207308,6037207308,2016,489260.5,36718.91796875,7.5049829,137249.28125,28.052393
1400000US06037207400,6037207400,2016,9382191,1327190.625,14.145849,3287967.25,35.044769
1400000US06037207501,6037207501,2016,1439240.625,315942.1875,21.952005,480346.875,33.375023
1400000US06037207502,6037207502,2016,4490845.5,583692.1875,12.997378,1601986,35.672256
1400000US06037207711,6037207711,2016,7432473.5,641290.3125,8.6282215,2078212.25,27.961246
1400000US06037207712,6037207712,2016,4362257,376385.21875,8.6282225,1219741.5,27.961248
1400000US06037207901,6037207901,2016,2184208.25,138410.125,6.3368559,699549.5625,32.027603
1400000US06037207902,6037207902,2016,7519071.5,476472.71875,6.3368559,2408178.5,32.027603
1400000US06037208001,6037208001,2016,6166726,827608.0625,13.420542,2920340,47.356411
1400000US06037208002,6037208002,2016,4230721,567785.6875,13.420542,2003517.75,47.356415
1400000US06037208301,6037208301,2016,1006832.8125,130950,13.006131,392723.4375,39.005825
1400000US06037208302,6037208302,2016,4747964,643964.0625,13.562952,2038781.25,42.940117
1400000US06037208401,6037208401,2016,2468826.5,266610.9375,10.799096,944493.75,38.25679
1400000US06037208402,6037208402,2016,3663547,573186.6875,15.645676,1486510.375,40.575714
1400000US06037208501,6037208501,2016,2615090.5,367059.375,14.036201,1018307.8125,38.939678
1400000US06037208502,6037208502,2016,2794500,439720.3125,15.735206,1019095.3125,36.467896
1400000US06037208610,6037208610,2016,3793893.75,503071.875,13.260041,1331057.75,35.084213
1400000US06037208620,6037208620,2016,3506822,455723.4375,12.995339,1183050,33.735672
1400000US06037208710,6037208710,2016,1813809.375,254250,14.01746,496729.6875,27.385992
1400000US06037208720,6037208720,2016,1716679.75,231285.9375,13.472864,568617.1875,33.123077
1400000US06037208801,6037208801,2016,2542570.25,655917.1875,25.797407,976668.75,38.412655
1400000US06037208802,6037208802,2016,2293720.25,412650,17.990423,679879.6875,29.640915
1400000US06037208902,6037208902,2016,1981926.5,173671.875,8.7627811,852665.625,43.02206
1400000US06037208903,6037208903,2016,1714176.5,154954.6875,9.0395994,624206.25,36.414352
1400000US06037208904,6037208904,2016,1207111,99703.125,8.2596483,494746.875,40.986031
1400000US06037209103,6037209103,2016,1324546.875,143620.3125,10.842977,584085.9375,44.097038
1400000US06037209104,6037209104,2016,758193.75,117351.5625,15.47778,244195.3125,32.207508
1400000US06037209105,6037209105,2016,892232.6875,94606.015625,10.60329,323360.40625,36.241714
1400000US06037209106,6037209106,2016,2376019,251936.171875,10.60329,861109.9375,36.241711
1400000US06037209201,6037209201,2016,1793233.75,193079.953125,10.767138,568582.25,31.70709
1400000US06037209202,6037209202,2016,2591200.75,278998.1875,10.767139,821594.375,31.70709
1400000US06037209300,6037209300,2016,3296784.5,357300,10.837833,1051706.25,31.90097
1400000US06037209401,6037209401,2016,2324559.5,176343.75,7.5861149,843243.75,36.275421
1400000US06037209402,6037209402,2016,1466873.5,67626.5625,4.6102519,518484.375,35.346222
1400000US06037209403,6037209403,2016,1487587.5,139823.4375,9.3993416,539648.4375,36.276752
1400000US06037209510,6037209510,2016,1961029.75,160242.1875,8.1713285,763523.4375,38.934822
1400000US06037209520,6037209520,2016,2499440.5,316195.3125,12.650643,1013048.4375,40.53101
1400000US06037209810,6037209810,2016,1613643.75,226279.6875,14.022902,564300,34.970543
1400000US06037209820,6037209820,2016,1927336,320667.1875,16.637846,717665.625,37.236145
1400000US06037210010,6037210010,2016,4412981,591848.4375,13.411533,1466971.875,33.242199
1400000US06037211000,6037211000,2016,28627846,8399756,29.341209,10942341,38.222717
1400000US06037211121,6037211121,2016,2305884.5,369534.375,16.025711,820940.625,35.601982
1400000US06037211122,6037211122,2016,3904129.75,454654.6875,11.645481,1599328.125,40.965034
1400000US06037211123,6037211123,2016,1852750.5,279587.84375,15.090421,688038.6875,37.136066
1400000US06037211124,6037211124,2016,4253876,641927.8125,15.090422,1579722.375,37.13607
1400000US06037211201,6037211201,2016,1505362.5,166542.1875,11.063261,523645.3125,34.785332
1400000US06037211202,6037211202,2016,1927167.25,252492.1875,13.101727,750234.375,38.929386
1400000US06037211310,6037211310,2016,1547001.5,157526.4375,10.182694,496117.5625,32.069622
1400000US06037211320,6037211320,2016,2005312.5,214045.3125,10.673913,780946.875,38.943897
1400000US06037211410,6037211410,2016,2913257.75,262068.75,8.9957285,1101150,37.79789
1400000US06037211420,6037211420,2016,4101961,578601.5625,14.105487,1632712.5,39.803219
1400000US06037211500,6037211500,2016,9783773,2861029.75,29.242601,3160800,32.306557
1400000US06037211701,6037211701,2016,6971850,2115829.75,30.348183,2333840.5,33.475197
1400000US06037211703,6037211703,2016,1982770.25,201360.9375,10.155536,584057.8125,29.456656
1400000US06037211704,6037211704,2016,1977918.75,185835.9375,9.3955297,607415.625,30.709837
1400000US06037211802,6037211802,2016,3502968.75,252675,7.2131672,1166428.125,33.298275
1400000US06037211803,6037211803,2016,1501059.375,180914.0625,12.052425,387464.0625,25.812708
1400000US06037211804,6037211804,2016,2002092.25,193809.375,9.6803417,597234.375,29.830513
1400000US06037211910,6037211910,2016,1484268.75,146714.0625,9.8846025,467831.25,31.519308
1400000US06037211921,6037211921,2016,996792.1875,90871.875,9.1164312,336037.5,33.711891
1400000US06037211922,6037211922,2016,999900,112035.9375,11.204714,288717.1875,28.874607
1400000US06037212101,6037212101,2016,1998309.375,233606.25,11.690194,596517.1875,29.851093
1400000US06037212102,6037212102,2016,1491918.75,173165.625,11.606907,367776.5625,24.651247
1400000US06037212202,6037212202,2016,2238918.75,202246.875,9.0332384,933834.375,41.709167
1400000US06037212203,6037212203,2016,1137993.75,113554.6875,9.9784985,374287.5,32.890118
1400000US06037212204,6037212204,2016,2280037.5,239906.25,10.522031,888215.625,38.956184
1400000US06037212303,6037212303,2016,1675490.625,192417.1875,11.484229,496771.875,29.649338
1400000US06037212304,6037212304,2016,2216559.5,152887.5,6.8975139,824526.5625,37.198486
1400000US06037212305,6037212305,2016,1177579.75,120346.875,10.21985,418021.875,35.49839
1400000US06037212306,6037212306,2016,1742596.875,197212.5,11.317162,641643.75,36.821125
1400000US06037212410,6037212410,2016,1686276.5,220415.625,13.071144,464371.875,27.5383
1400000US06037212420,6037212420,2016,1527398.5,166289.0625,10.887077,521662.5,34.15366
1400000US06037212501,6037212501,2016,855562.5,122765.625,14.349113,277270.3125,32.407955
1400000US06037212502,6037212502,2016,3074540.5,351042.1875,11.417712,951707.8125,30.954473
1400000US06037212610,6037212610,2016,3824001.5,617189.0625,16.139875,1327837.5,34.72377
1400000US06037212620,6037212620,2016,3117473.5,492412.5,15.795242,1093978.125,35.09182
1400000US06037212701,6037212701,2016,5049801.5,787190.625,15.588546,2068481.25,40.961636
1400000US06037212702,6037212702,2016,9456033,2466140.5,26.080074,3417665.5,36.1427
1400000US06037212800,6037212800,2016,8382726.5,1411931.25,16.843342,3652607.75,43.573029
1400000US06037212900,6037212900,2016,4027317.25,576717.1875,14.320133,1613109.375,40.054192
1400000US06037213100,6037213100,2016,5766004.5,1083206.25,18.786081,2254303,39.096447
1400000US06037213201,6037213201,2016,3604232.75,298828.125,8.2910328,1460193.75,40.513302
1400000US06037213202,6037213202,2016,3636998.5,364429.6875,10.020067,1471556.25,40.460732
1400000US06037213310,6037213310,2016,3360178,305479.6875,9.091176,1431182.75,42.592468
1400000US06037213320,6037213320,2016,3353498.5,296521.875,8.842165,1441195.25,42.975872
1400000US06037213401,6037213401,2016,2080631.25,240314.0625,11.550056,759515.625,36.504097
1400000US06037213402,6037213402,2016,4249364,617709.375,14.536513,1610240.625,37.893684
1400000US06037214000,6037214000,2016,10867514,1828378.125,16.824253,4081204.75,37.554173
1400000US06037214100,6037214100,2016,11924395,3399904.75,28.512178,3745870.25,31.413504
1400000US06037214400,6037214400,2016,3707086,432998.4375,11.680291,1240157.75,33.453709
1400000US06037214501,6037214501,2016,8082647,1710759.375,21.165831,3108881.25,38.463654
1400000US06037214503,6037214503,2016,2528353,758109.375,29.984318,801140.625,31.686264
1400000US06037214504,6037214504,2016,1420991.5,363664.375,25.592299,483692.9375,34.039116
1400000US06037214505,6037214505,2016,1320647.5,337984.0625,25.592299,449536.75,34.039116
1400000US06037214600,6037214600,2016,6251625,1024945.3125,16.394863,2157145.25,34.505352
1400000US06037214700,6037214700,2016,6376429.5,1339903.125,21.013376,2140987.5,33.576588
1400000US06037214800,6037214800,2016,6183309.5,896400,14.497091,2028234.375,32.801762
1400000US06037214902,6037214902,2016,5440894,570810.9375,10.491124,1331437.5,24.470932
1400000US06037214903,6037214903,2016,1464649.25,309829.75,21.153852,347439,23.721653
1400000US06037214904,6037214904,2016,1890789.875,399974.9375,21.153854,448526.625,23.721653
1400000US06037215101,6037215101,2016,3785991.5,569516.5,15.04273,1303224.375,34.422276
1400000US06037215102,6037215102,2016,2770889,296268.75,10.692191,859246.875,31.00979
1400000US06037216100,6037216100,2016,7278904.5,1985329.75,27.275118,2564972,35.238434
1400000US06037216201,6037216201,2016,4974926,926348.1875,18.62034,1749563.875,35.167637
1400000US06037216202,6037216202,2016,5413309.5,1007976.75,18.620342,1903733,35.167637
1400000US06037216301,6037216301,2016,6069777.5,1233939.125,20.329231,1973546.25,32.514309
1400000US06037216302,6037216302,2016,7631752,1551476.5,20.329231,2481411.5,32.514309
1400000US06037216401,6037216401,2016,4421995.5,543234.375,12.284824,1484325,33.56686
1400000US06037216402,6037216402,2016,2458532.75,377465.625,15.353289,707371.875,28.772116
1400000US06037216700,6037216700,2016,8323059.5,1343503.125,16.141939,3416920.25,41.053658
1400000US06037216800,6037216800,2016,7937297,1595854.75,20.10577,2840611,35.788139
1400000US06037216901,6037216901,2016,7574140,1443204.875,19.054373,2838603,37.477562
1400000US06037216902,6037216902,2016,4216240,803378,19.054371,1580143.875,37.477558
1400000US06037217001,6037217001,2016,5900062.5,1192120.25,20.205214,1984106.25,33.628563
1400000US06037217002,6037217002,2016,8314186,1597823.5,19.218039,2976651.5,35.802078
1400000US06037217101,6037217101,2016,4273273.5,763468.1875,17.866121,1638694.75,38.347527
1400000US06037217102,6037217102,2016,5416689,967752.1875,17.866121,2077166.375,38.34753
1400000US06037217200,6037217200,2016,9917606,1361629.75,13.72942,4058901.5,40.926224
1400000US06037218110,6037218110,2016,6473545.5,968850,14.966296,2746139,42.42094
1400000US06037218120,6037218120,2016,4792387.5,456918.75,9.5342617,1835029.75,38.290512
1400000US06037218210,6037218210,2016,4191637.5,551067.1875,13.146824,1645200,39.249577
1400000US06037218220,6037218220,2016,7173886,1547184.375,21.566895,2721318.75,37.933678
1400000US06037218300,6037218300,2016,9699778,1409076.5,14.526895,3880617.25,40.007278
1400000US06037218400,6037218400,2016,7018650,1071492.25,15.266358,2717620.25,38.719986
1400000US06037218500,6037218500,2016,5627795.5,960972.375,17.075468,2083034.5,37.013329
1400000US06037218600,6037218600,2016,4640625,617132.8125,13.298485,1788693.75,38.544243
1400000US06037218701,6037218701,2016,5916558,1109489,18.752272,2304337.5,38.947266
1400000US06037218702,6037218702,2016,3857428,615051.5625,15.944603,1525162.5,39.538326
1400000US06037218800,6037218800,2016,4435819,587714.0625,13.24928,1620562.5,36.533558
1400000US06037218900,6037218900,2016,7565836,1447031.25,19.12586,3101892.25,40.998672
1400000US06037219010,6037219010,2016,4754165.5,674550,14.18861,1982334.375,41.696789
1400000US06037219020,6037219020,2016,7766100,941034.375,12.117207,3237328,41.685375
1400000US06037219300,6037219300,2016,7032290.5,827845.3125,11.772058,3152897,44.834568
1400000US06037219500,6037219500,2016,5978447,942468.75,15.764441,2523768.75,42.214455
1400000US06037219700,6037219700,2016,11734608,1673957.75,14.265136,5112000,43.56345
1400000US06037219800,6037219800,2016,4789729.5,733373.4375,15.311375,1846940.625,38.560436
1400000US06037219901,6037219901,2016,5683134.5,951356.25,16.739992,2192301.5,38.575569
1400000US06037219902,6037219902,2016,8545767,1096762.5,12.833985,3890250,45.522537
1400000US06037220000,6037220000,2016,10482652,1455468.75,13.884547,4301465.5,41.034134
1400000US06037220100,6037220100,2016,10546734,1354162.5,12.839639,4885129.5,46.318886
1400000US06037221110,6037221110,2016,2517511,235350,9.3485193,1013048.4375,40.240082
1400000US06037221120,6037221120,2016,3418031.25,447918.75,13.104583,1381036,40.40443
1400000US06037221210,6037221210,2016,3833704.75,564342.1875,14.720544,1496629.75,39.038734
1400000US06037221220,6037221220,2016,7094911,1072434.375,15.115543,3807450,53.66452
1400000US06037221302,6037221302,2016,4993889,747492.1875,14.968138,1997521.875,39.999325
1400000US06037221303,6037221303,2016,2529351.5,333393.75,13.180997,919251.5625,36.343369
1400000US06037221304,6037221304,2016,2408751.5,343293.75,14.251937,976879.6875,40.555435
1400000US06037221401,6037221401,2016,5777859.5,1436301.5,24.858713,2158495.25,37.358044
1400000US06037221402,6037221402,2016,5783990.5,1038529.6875,17.955246,1753340.625,30.313684
1400000US06037221500,6037221500,2016,4097137.5,716821.875,17.495676,1456256.25,35.543259
1400000US06037221601,6037221601,2016,3980939,681440.625,17.117586,1344853.125,33.78231
1400000US06037221602,6037221602,2016,5611767,573735.9375,10.223802,1980436,35.290775
1400000US06037221710,6037221710,2016,3546872,633065.625,17.848562,1169859.375,32.982849
1400000US06037221810,6037221810,2016,3275859.5,510342.1875,15.578879,1365679.75,41.689205
1400000US06037221820,6037221820,2016,2199867.25,493621.875,22.438711,786698.4375,35.761177
1400000US06037221900,6037221900,2016,4441458,749953.125,16.885292,1648631.25,37.119144
1400000US06037222001,6037222001,2016,5105320.5,787514.0625,15.42536,1957429.75,38.340977
1400000US06037222002,6037222002,2016,7058981,969215.625,13.730248,2957273.5,41.893772
1400000US06037222100,6037222100,2016,5135864,824709.375,16.05785,2030386,39.533485
1400000US06037222200,6037222200,2016,5193590.5,933060.9375,17.965624,1988086,38.279606
1400000US06037222500,6037222500,2016,7029422,1025451.5625,14.587993,2929992.25,41.681839
1400000US06037222600,6037222600,2016,6991664,1230764,17.603306,2731964,39.074589
1400000US06037222700,6037222700,2016,8864616.921875,1871306.269042969,21.109838,2784673.8203125,31.413357
1400000US06037224010,6037224010,2016,8909522,676842.1875,7.5968409,2142717.25,24.049744
1400000US06037224020,6037224020,2016,13235358,950850,7.1841655,4960294,37.477596
1400000US06037224200,6037224200,2016,4002229.75,473990.625,11.843163,1190221.875,29.73897
1400000US06037224310,6037224310,2016,1919953.125,296114.0625,15.422984,694378.125,36.166409
1400000US06037224320,6037224320,2016,3119639,458971.875,14.712339,1074346.875,34.438179
1400000US06037224410,6037224410,2016,4828265.5,840686.625,17.411774,1587585.875,32.881081
1400000US06037224420,6037224420,2016,3861387.25,891051.5,23.075943,1351566.375,35.002094
1400000US06037224600,6037224600,2016,7773117,687895.3125,8.8496714,2418834.5,31.117949
1400000US06037224701,6037224701,2016,2517128.5,393385.65625,15.62835,948174.8125,37.668907
1400000US06037224702,6037224702,2016,4227607,660705.1875,15.628349,1592493.375,37.668907
1400000US06037226001,6037226001,2016,11171412,589284.0625,5.274929,3992247.25,35.736282
1400000US06037226002,6037226002,2016,27596812,735271.875,2.6643362,9704264,35.16444
1400000US06037226410,6037226410,2016,3016448.5,364190.625,12.07349,1165668.75,38.643749
1400000US06037226420,6037226420,2016,4595822,661275,14.388612,1804921.875,39.273102
1400000US06037226701,6037226701,2016,4046225.25,490668.59375,12.126576,1586267.125,39.203629
1400000US06037226702,6037226702,2016,4374639,530493.9375,12.126576,1715017.25,39.203629
1400000US06037227010,6037227010,2016,6251765.5,613434.375,9.8121786,2533781.25,40.529053
1400000US06037227020,6037227020,2016,4717040.5,496532.8125,10.526363,2285718.75,48.456627
1400000US06037228100,6037228100,2016,10831669,977259.375,9.0222416,4946990.5,45.671543
1400000US06037228210,6037228210,2016,4421348.5,661190.625,14.954501,1945968.75,44.013016
1400000US06037228220,6037228220,2016,3920020.25,523237.5,13.347826,1648617.25,42.056347
1400000US06037228310,6037228310,2016,5876803,709481.25,12.072572,2375634.5,40.423927
1400000US06037228320,6037228320,2016,3633904.75,674015.625,18.547972,1609917.25,44.302681
1400000US06037228410,6037228410,2016,3003806.25,448607.8125,14.934646,1137107.75,37.855564
1400000US06037228420,6037228420,2016,2988168.75,404296.875,13.529922,1203876.5,40.288101
1400000US06037228500,6037228500,2016,4834012.5,622898.4375,12.885743,1883840.625,38.970535
1400000US06037228600,6037228600,2016,5674654.5,678023.4375,11.948277,2587050,45.589561
1400000US06037228710,6037228710,2016,4359895.5,650939.0625,14.930153,1934915.625,44.379864
1400000US06037228720,6037228720,2016,4357237.5,620437.5,14.23924,1900490.625,43.616871
1400000US06037228800,6037228800,2016,9072759,850893.75,9.3785553,3873192.25,42.690346
1400000US06037228900,6037228900,2016,5567400,739420.3125,13.28125,2398893.75,43.088223
1400000US06037229100,6037229100,2016,5107064,820125,16.05864,2110879.75,41.33255
1400000US06037229200,6037229200,2016,4793611,677053.125,14.124073,2185312.5,45.588024
1400000US06037229300,6037229300,2016,5411025,749573.4375,13.852707,2502225,46.243088
1400000US06037229410,6037229410,2016,5820469,629592.1875,10.816863,2622389,45.0546
1400000US06037229420,6037229420,2016,6298284.5,747914.0625,11.874886,2825339,44.858868
1400000US06037231100,6037231100,2016,9554034,780735.9375,8.1717939,3060239,32.030857
1400000US06037231210,6037231210,2016,3458756.25,483215.625,13.970792,1467717.25,42.434826
1400000US06037231220,6037231220,2016,10417289,1920093.75,18.431799,4743970.5,45.539394
1400000US06037231301,6037231301,2016,2518845.5,345432.3125,13.713914,1041580.625,41.351509
1400000US06037231302,6037231302,2016,4560540.5,625428.625,13.713915,1885852.25,41.351509
1400000US06037231400,6037231400,2016,6683681,969975,14.512587,2731907.75,40.874298
1400000US06037231500,6037231500,2016,9872269,1143337.5,11.581305,4349011,44.052799
1400000US06037231601,6037231601,2016,3437216.75,411084.34375,11.959803,1442154.75,41.95705
1400000US06037231602,6037231602,2016,3389962.75,405432.875,11.959804,1422328.375,41.95705
1400000US06037231603,6037231603,2016,3446462,412190.0625,11.959803,1446033.875,41.957054
1400000US06037231710,6037231710,2016,3484097,464048.4375,13.319045,1375692.25,39.484901
1400000US06037231720,6037231720,2016,5044626.5,528018.75,10.466954,1886301.5,37.392292
1400000US06037231800,6037231800,2016,5599392,558815.625,9.9799337,2249732.75,40.178162
1400000US06037231901,6037231901,2016,2613237.5,310154.84375,11.868606,1034743.0625,39.59621
1400000US06037231902,6037231902,2016,3459822,410632.65625,11.868607,1369958.5,39.596214
1400000US06037232110,6037232110,2016,4082372,397040.625,9.7257338,1737126.5,42.551891
1400000US06037232120,6037232120,2016,5674669,692521.875,12.20374,2154600,37.968735
1400000US06037232200,6037232200,2016,5628262.5,789440.625,14.026364,2482607.75,44.109665
1400000US06037232300,6037232300,2016,6764779.5,825482.8125,12.202657,2985440.5,44.132118
1400000US06037232401,6037232401,2016,6135109.5,727655.4375,11.860513,2762683.5,45.030712
1400000US06037232402,6037232402,2016,5849867,693824.25,11.860514,2634236.75,45.030712
1400000US06037232500,6037232500,2016,8277244,1080801.5,13.057505,3680029.75,44.459602
1400000US06037232601,6037232601,2016,2835821.5,309398.34375,10.91036,1236450.125,43.601128
1400000US06037232602,6037232602,2016,5710958.5,623086.0625,10.910358,2490042.25,43.601128
1400000US06037232701,6037232701,2016,2979666.25,256082.453125,8.5943336,1191913.5,40.001575
1400000US06037232702,6037232702,2016,4871892,418706.625,8.5943327,1948833.5,40.001575
1400000US06037232800,6037232800,2016,4607465.5,426979.6875,9.267127,1757517.25,38.144989
1400000US06037234001,6037234001,2016,7310402.5,1144307,15.653132,3089174.75,42.257244
1400000US06037234002,6037234002,2016,6095800.5,954183.6875,15.653131,2575917.5,42.257248
1400000US06037234200,6037234200,2016,9464414,1277761,13.500688,4120973.5,43.541771
1400000US06037234301,6037234301,2016,5395530,912962,16.92071,1958575,36.299957
1400000US06037234302,6037234302,2016,3921565.25,663556.75,16.920712,1423526.5,36.299957
1400000US06037234501,6037234501,2016,8111011,1320384.375,16.278912,3862476.5,47.620159
1400000US06037234502,6037234502,2016,5867606,816060.9375,13.907903,2627156.25,44.773903
1400000US06037234600,6037234600,2016,13989234,1838967.25,13.145589,6460481,46.181808
1400000US06037234700,6037234700,2016,7998258,880425,11.00771,3652017.25,45.660156
1400000US06037234800,6037234800,2016,7042542,773718.75,10.986356,3131001.5,44.458401
1400000US06037234901,6037234901,2016,3502701.5,305339.0625,8.7172451,1572356.25,44.889816
1400000US06037234902,6037234902,2016,4821595.5,439115.625,9.1072683,2169281.25,44.990944
1400000US06037235100,6037235100,2016,12707452,1846336,14.529553,5699236,44.849556
1400000US06037235201,6037235201,2016,7001128,822740.625,11.751544,3260995.25,46.57814
1400000US06037235202,6037235202,2016,9157261,958050,10.46219,4208569,45.95882
1400000US06037236001,6037236001,2016,23653906,5682672,24.024244,13692344,57.886185
1400000US06037236101,6037236101,2016,6814974.5,869646.5625,12.760819,3058208.5,44.874836
1400000US06037236102,6037236102,2016,5365498.5,684681.5,12.760818,2407758.5,44.874832
1400000US06037236203,6037236203,2016,3594403,550645.3125,15.319521,1467365.625,40.823627
1400000US06037236204,6037236204,2016,2501887.5,360323.4375,14.402064,853284.375,34.105625
1400000US06037236205,6037236205,2016,1803976,260614.703125,14.446684,696068.75,38.585255
1400000US06037236206,6037236206,2016,2970496.25,429138.1875,14.446683,1146173.5,38.585255
1400000US06037236400,6037236400,2016,14400928,2732582.75,18.975046,6094884.5,42.322861
1400000US06037237101,6037237101,2016,6730186,713714.0625,10.604671,3126965.5,46.4618
1400000US06037237102,6037237102,2016,4944108,471740.625,9.5414705,2030793.75,41.075027
1400000US06037237201,6037237201,2016,4881009.5,672018.75,13.768028,2083443.75,42.684689
1400000US06037237202,6037237202,2016,11892586,1082348.5,9.1010361,5883145.5,49.469017
1400000US06037237300,6037237300,2016,10726256,1071014,9.9849749,4898165.5,45.665192
1400000US06037237401,6037237401,2016,5576653,738239.0625,13.238031,2265018.75,40.616096
1400000US06037237402,6037237402,2016,5608265.5,661556.25,11.796094,2446045.25,43.615005
1400000US06037237500,6037237500,2016,3614245.25,411075,11.373744,1579415.625,43.699738
1400000US06037237600,6037237600,2016,5422387.5,528032.8125,9.7380133,2156118.75,39.763271
1400000US06037237710,6037237710,2016,4642748.5,373429.6875,8.0432892,2115576.5,45.567329
1400000US06037237720,6037237720,2016,3505373.5,310443.75,8.856225,1568250,44.738457
1400000US06037237800,6037237800,2016,10451489,1234476.5,11.811489,5064187.5,48.45422
1400000US06037237900,6037237900,2016,10558912,1103681.25,10.452604,5156114,48.831867
1400000US06037238000,6037238000,2016,17922038,1886343.75,10.525275,9002798,50.233116
1400000US06037238100,6037238100,2016,10582242,1052465.625,9.9455824,5005519,47.301121
1400000US06037238200,6037238200,2016,11036517,1006340.625,9.1182814,4955259.5,44.898762
1400000US06037238310,6037238310,2016,4299890.5,394818.75,9.182065,1970761,45.832817
1400000US06037238320,6037238320,2016,5069897,407278.125,8.0332623,2302017.25,45.405602
1400000US06037238400,6037238400,2016,13996547,1527187.5,10.911173,6782442,48.457966
1400000US06037239201,6037239201,2016,4877747,413367.1875,8.4745512,2056021.875,42.151054
1400000US06037239202,6037239202,2016,13736180,798975,5.8165736,5626181,40.958847
1400000US06037239310,6037239310,2016,5753292,544598.4375,9.4658575,2500762.5,43.466637
1400000US06037239320,6037239320,2016,3735478,469195.3125,12.560516,1600411,42.84354
1400000US06037239330,6037239330,2016,10537088,672623.4375,6.3833899,5149842,48.873486
1400000US06037239501,6037239501,2016,5104378,726595.3125,14.234747,2334754.75,45.740238
1400000US06037239502,6037239502,2016,5511150,719451.5625,13.054473,2748037.5,49.863232
1400000US06037239601,6037239601,2016,4545464,515250,11.335477,1997564,43.946316
1400000US06037239602,6037239602,2016,3858800,501756.0625,13.002904,1662386.875,43.08041
1400000US06037239701,6037239701,2016,4403095.5,539282.8125,12.247811,1901896.875,43.194542
1400000US06037239702,6037239702,2016,5226722,574593.75,10.993386,2376281.25,45.464085
1400000US06037239801,6037239801,2016,3981431.25,481190.625,12.085871,1852931.25,46.539326
1400000US06037239802,6037239802,2016,6559734.5,810337.5,12.353206,3061406.25,46.669666
1400000US06037240010,6037240010,2016,6327408,676954.6875,10.698768,3055936,48.296806
1400000US06037240020,6037240020,2016,7771683,1173389,15.098261,3601659.5,46.343365
1400000US06037240200,6037240200,2016,8002884.5,738900,9.2329206,3616706.25,45.192532
1400000US06037240301,6037240301,2016,5039907,550785.3125,10.928482,2399175.75,47.603573
1400000US06037240302,6037240302,2016,3703859.75,404775.59375,10.92848,1763169.375,47.603569
1400000US06037240401,6037240401,2016,7432351.5,763396.5,10.271265,3545386.75,47.702087
1400000US06037240402,6037240402,2016,6458287.5,744075,11.521243,2831484.5,43.842651
1400000US06037240500,6037240500,2016,8762597,1063954.75,12.142002,3767793.75,42.998596
1400000US06037240600,6037240600,2016,7269412.5,985106.25,13.551388,3294225,45.31625
1400000US06037240700,6037240700,2016,12824606,2161547,16.854685,6237183,48.634499
1400000US06037240800,6037240800,2016,6862261,791310.9375,11.531344,3405375,49.62468
1400000US06037240901,6037240901,2016,3781377.5,403606.0625,10.673519,1981377.375,52.398296
